station_id,latitude,longitude,upstream_pfas_facility_count,nearest_pfas_facility_km,watershed_area_km2,pct_urban,mean_annual_flow_m3s,stream_order,month,water_pfas_ng_l,huc8,sample_date,year,n_congeners,segment_id
MNPCA-27-0031-00-100,44.9421,-93.312,0,651.36,500.0,15.0,50.0,4,11,383.3,7010206.0,2006-11-15,2006,6,seg_000423
MNPCA-27-0031-00-100,44.9421,-93.312,0,651.36,500.0,15.0,50.0,4,4,79.08,7010206.0,2007-04-27,2007,3,seg_000424
MNPCA-27-0039-00-100,44.9597,-93.3211,0,652.57,500.0,15.0,50.0,4,4,13.94,7010206.0,2007-04-27,2007,2,seg_000425
MNPCA-27-0040-00-100,44.9555,-93.3088,0,651.51,500.0,15.0,50.0,4,4,38.05,7010206.0,2007-04-27,2007,3,seg_000426
MNPCA-27-0684-00-201,44.886917,-93.270297,0,646.58,500.0,15.0,50.0,4,8,20.74,7010206.0,2007-08-01,2007,3,seg_000427
MNPCA-27-0684-00-201,44.886917,-93.270297,0,646.58,500.0,15.0,50.0,4,11,8.23,7010206.0,2007-11-29,2007,1,seg_000428
MNPCA-31-0532-01-205,47.19922,-93.612317,0,776.36,500.0,15.0,50.0,4,5,0.41,7010101.0,2024-05-29,2024,1,seg_000429
MNPCA-31-0532-01-205,47.19922,-93.612317,0,776.36,500.0,15.0,50.0,4,6,0.84,7010101.0,2024-06-20,2024,2,seg_000430
MNPCA-31-0532-01-205,47.19922,-93.612317,0,776.36,500.0,15.0,50.0,4,7,0.4,7010101.0,2024-07-02,2024,1,seg_000431
MNPCA-31-0532-01-205,47.19922,-93.612317,0,776.36,500.0,15.0,50.0,4,8,0.61,7010101.0,2024-08-20,2024,2,seg_000432
MNPCA-31-0532-01-205,47.19922,-93.612317,0,776.36,500.0,15.0,50.0,4,9,1.37,7010101.0,2024-09-18,2024,3,seg_000433
MNPCA-31-0532-02-208,47.165225,-93.537845,0,769.58,500.0,15.0,50.0,4,5,0.9,7010101.0,2024-05-29,2024,2,seg_000434
MNPCA-31-0532-02-208,47.165225,-93.537845,0,769.58,500.0,15.0,50.0,4,6,0.36,7010101.0,2024-06-18,2024,1,seg_000435
MNPCA-31-0532-02-208,47.165225,-93.537845,0,769.58,500.0,15.0,50.0,4,6,0.46,7010101.0,2024-06-20,2024,1,seg_000436
MNPCA-31-0532-02-208,47.165225,-93.537845,0,769.58,500.0,15.0,50.0,4,7,0.53,7010101.0,2024-07-02,2024,1,seg_000437
MNPCA-31-0532-02-208,47.165225,-93.537845,0,769.58,500.0,15.0,50.0,4,7,0.49,7010101.0,2024-07-23,2024,1,seg_000438
MNPCA-31-0532-02-208,47.165225,-93.537845,0,769.58,500.0,15.0,50.0,4,8,0.45,7010101.0,2024-08-20,2024,1,seg_000439
MNPCA-31-0532-02-208,47.165225,-93.537845,0,769.58,500.0,15.0,50.0,4,9,1.29,7010101.0,2024-09-18,2024,3,seg_000440
MNPCA-31-0532-02-208,47.165225,-93.537845,0,769.58,500.0,15.0,50.0,4,10,1.44,7010101.0,2024-10-11,2024,3,seg_000441
MNPCA-31-0570-00-100,47.2253,-93.6464,0,780.09,500.0,15.0,50.0,4,11,0.99,7010101.0,2006-11-09,2006,1,seg_000442
MNPCA-38-0231-00-100,47.3453,-91.2688,0,647.77,500.0,15.0,50.0,4,11,3.93,4010102.0,2006-11-06,2006,3,seg_000443
MNPCA-73-0092-00-100,45.5656,-94.3912,0,752.23,500.0,15.0,50.0,4,11,3.24,7010201.0,2006-11-08,2006,2,seg_000444
MNPCA-S000-067,43.80923,-91.25816,0,465.42,472.0,15.2,47.2,4,5,2.85,7040006.0,2024-05-13,2024,3,seg_000445
MNPCA-S000-067,43.80923,-91.25816,0,465.42,472.0,15.2,47.2,4,7,3.11,7040006.0,2024-07-16,2024,3,seg_000446
MNPCA-S000-067,43.80923,-91.25816,0,465.42,472.0,15.2,47.2,4,7,3.0,7040006.0,2024-07-31,2024,3,seg_000447
MNPCA-S000-067,43.80923,-91.25816,0,465.42,472.0,15.2,47.2,4,8,3.97,7040006.0,2024-08-13,2024,3,seg_000448
MNPCA-S000-067,43.80923,-91.25816,0,465.42,472.0,15.2,47.2,4,9,4.73,7040006.0,2024-09-10,2024,3,seg_000449
MNPCA-S000-151,46.074417,-94.334806,0,767.57,500.0,15.0,50.0,4,7,0.68,7010104.0,2024-07-15,2024,1,seg_000450
MNPCA-S000-151,46.074417,-94.334806,0,767.57,500.0,15.0,50.0,4,8,0.2,7010104.0,2024-08-14,2024,1,seg_000451
MNPCA-S000-151,46.074417,-94.334806,0,767.57,500.0,15.0,50.0,4,9,0.26,7010104.0,2024-09-09,2024,1,seg_000452
MNPCA-S000-152,46.54425,-93.955889,0,762.77,500.0,15.0,50.0,4,5,0.37,7010104.0,2024-05-13,2024,1,seg_000453
MNPCA-S000-152,46.54425,-93.955889,0,762.77,500.0,15.0,50.0,4,7,1.02,7010104.0,2024-07-15,2024,2,seg_000454
MNPCA-S000-152,46.54425,-93.955889,0,762.77,500.0,15.0,50.0,4,8,0.27,7010104.0,2024-08-14,2024,1,seg_000455
MNPCA-S000-152,46.54425,-93.955889,0,762.77,500.0,15.0,50.0,4,9,0.34,7010104.0,2024-09-09,2024,1,seg_000456
MNPCA-S000-155,47.453,-94.711,0,861.65,500.0,15.0,50.0,4,5,0.63,7010101.0,2024-05-14,2024,2,seg_000457
MNPCA-S000-155,47.453,-94.711,0,861.65,500.0,15.0,50.0,4,7,0.4,7010101.0,2024-07-16,2024,1,seg_000458
MNPCA-S000-155,47.453,-94.711,0,861.65,500.0,15.0,50.0,4,8,0.11,7010101.0,2024-08-15,2024,1,seg_000459
MNPCA-S000-237,45.290472,-96.436417,0,898.78,500.0,15.0,50.0,4,5,5.16,7020001.0,2008-05-07,2008,1,seg_000460
MNPCA-S000-250,47.337528,-91.200111,0,643.47,500.0,15.0,50.0,4,6,0.37,4010101.0,2024-06-25,2024,1,seg_000461
MNPCA-S000-250,47.337528,-91.200111,0,643.47,500.0,15.0,50.0,4,7,0.52,4010101.0,2024-07-16,2024,1,seg_000462
MNPCA-S000-250,47.337528,-91.200111,0,643.47,500.0,15.0,50.0,4,8,0.17,4010101.0,2024-08-20,2024,1,seg_000463
MNPCA-S000-251,47.81823,-90.0518,0,628.32,500.0,15.0,50.0,4,5,0.29,4010101.0,2024-05-22,2024,1,seg_000464
MNPCA-S000-251,47.81823,-90.0518,0,628.32,500.0,15.0,50.0,4,6,0.22,4010101.0,2024-06-25,2024,1,seg_000465
MNPCA-S000-251,47.81823,-90.0518,0,628.32,500.0,15.0,50.0,4,7,0.22,4010101.0,2024-07-09,2024,1,seg_000466
MNPCA-S000-251,47.81823,-90.0518,0,628.32,500.0,15.0,50.0,4,8,0.19,4010101.0,2024-08-06,2024,1,seg_000467
MNPCA-S000-253,47.707222,-90.5225,0,639.78,500.0,15.0,50.0,4,5,0.34,4010101.0,2024-05-22,2024,1,seg_000468
MNPCA-S000-253,47.707222,-90.5225,0,639.78,500.0,15.0,50.0,4,6,0.61,4010101.0,2024-06-25,2024,2,seg_000469
MNPCA-S000-253,47.707222,-90.5225,0,639.78,500.0,15.0,50.0,4,7,0.33,4010101.0,2024-07-16,2024,1,seg_000470
MNPCA-S000-253,47.707222,-90.5225,0,639.78,500.0,15.0,50.0,4,9,0.92,4010101.0,2024-09-25,2024,2,seg_000471
MNPCA-S000-265,47.639556,-90.847694,0,649.74,500.0,15.0,50.0,4,6,0.3,4010101.0,2024-06-25,2024,1,seg_000472
MNPCA-S000-265,47.639556,-90.847694,0,649.74,500.0,15.0,50.0,4,7,0.18,4010101.0,2024-07-08,2024,1,seg_000473
MNPCA-S000-265,47.639556,-90.847694,0,649.74,500.0,15.0,50.0,4,8,0.29,4010101.0,2024-08-05,2024,1,seg_000474
MNPCA-S000-345,44.765833,-92.959722,0,619.47,500.0,15.0,50.0,4,5,2.79,7010206.0,2008-05-09,2008,1,seg_000475
MNPCA-S000-570,46.281389,-94.331389,0,776.31,500.0,15.0,50.0,4,5,0.45,7010104.0,2024-05-13,2024,1,seg_000476
MNPCA-S000-570,46.281389,-94.331389,0,776.31,500.0,15.0,50.0,4,7,1.09,7010104.0,2024-07-15,2024,2,seg_000477
MNPCA-S000-570,46.281389,-94.331389,0,776.31,500.0,15.0,50.0,4,8,0.25,7010104.0,2024-08-14,2024,1,seg_000478
MNPCA-S000-570,46.281389,-94.331389,0,776.31,500.0,15.0,50.0,4,9,0.27,7010104.0,2024-09-09,2024,1,seg_000479
MNPCA-S000-864,47.793639,-90.154861,0,630.61,500.0,15.0,50.0,4,6,0.51,4010101.0,2024-06-26,2024,2,seg_000480
MNPCA-S000-865,47.784861,-90.182306,0,631.04,500.0,15.0,50.0,4,6,1.05,4010101.0,2024-06-26,2024,2,seg_000481
MNPCA-S000-865,47.784861,-90.182306,0,631.04,500.0,15.0,50.0,4,7,0.44,4010101.0,2024-07-09,2024,2,seg_000482
MNPCA-S000-865,47.784861,-90.182306,0,631.04,500.0,15.0,50.0,4,8,0.23,4010101.0,2024-08-06,2024,1,seg_000483
MNPCA-S000-865,47.784861,-90.182306,0,631.04,500.0,15.0,50.0,4,9,0.19,4010101.0,2024-09-05,2024,1,seg_000484
MNPCA-S000-909,47.769949,-90.2611,0,633.23,500.0,15.0,50.0,4,5,0.22,4010101.0,2024-05-22,2024,1,seg_000485
MNPCA-S000-909,47.769949,-90.2611,0,633.23,500.0,15.0,50.0,4,6,0.92,4010101.0,2024-06-26,2024,2,seg_000486
MNPCA-S000-909,47.769949,-90.2611,0,633.23,500.0,15.0,50.0,4,7,0.3,4010101.0,2024-07-09,2024,1,seg_000487
MNPCA-S000-909,47.769949,-90.2611,0,633.23,500.0,15.0,50.0,4,8,0.17,4010101.0,2024-08-06,2024,1,seg_000488
MNPCA-S001-238,44.735,-92.781028,0,604.95,500.0,15.0,50.0,4,11,242.4,7040001.0,2006-11-09,2006,9,seg_000489
MNPCA-S001-897,47.451119,-94.906574,0,874.24,500.0,15.0,50.0,4,7,0.69,7010101.0,2024-07-16,2024,2,seg_000490
MNPCA-S002-635,47.232164,-93.528274,0,773.03,500.0,15.0,50.0,4,4,3.18,7010103.0,2008-04-29,2008,1,seg_000491
MNPCA-S002-831,44.928295,-93.305506,0,650.46,500.0,15.0,50.0,4,4,28.6,7010206.0,2007-04-27,2007,2,seg_000492
MNPCA-S002-996,48.71724,-96.49442,0,999.0,500.0,15.0,50.0,4,6,0.41,9020312.0,2024-06-26,2024,1,seg_000493
MNPCA-S002-996,48.71724,-96.49442,0,999.0,500.0,15.0,50.0,4,7,1.24,9020312.0,2024-07-29,2024,2,seg_000494
MNPCA-S002-996,48.71724,-96.49442,0,999.0,500.0,15.0,50.0,4,8,0.66,9020312.0,2024-08-21,2024,1,seg_000495
MNPCA-S002-996,48.71724,-96.49442,0,999.0,500.0,15.0,50.0,4,9,1.09,9020312.0,2024-09-30,2024,3,seg_000496
MNPCA-S003-018,44.9932,-93.2732,0,649.95,500.0,15.0,50.0,4,5,0.7,7010206.0,2024-05-30,2024,2,seg_000497
MNPCA-S003-018,44.9932,-93.2732,0,649.95,500.0,15.0,50.0,4,6,1.84,7010206.0,2024-06-17,2024,4,seg_000498
MNPCA-S003-018,44.9932,-93.2732,0,649.95,500.0,15.0,50.0,4,7,0.78,7010206.0,2024-07-08,2024,1,seg_000499
MNPCA-S003-018,44.9932,-93.2732,0,649.95,500.0,15.0,50.0,4,8,1.74,7010206.0,2024-08-12,2024,3,seg_000500
MNPCA-S003-018,44.9932,-93.2732,0,649.95,500.0,15.0,50.0,4,9,1.36,7010206.0,2024-09-10,2024,3,seg_000501
MNPCA-S003-099,48.760035,-96.922333,0,999.0,500.0,15.0,50.0,4,6,0.29,9020312.0,2024-06-26,2024,1,seg_000502
MNPCA-S003-099,48.760035,-96.922333,0,999.0,500.0,15.0,50.0,4,7,0.65,9020312.0,2024-07-29,2024,1,seg_000503
MNPCA-S003-099,48.760035,-96.922333,0,999.0,500.0,15.0,50.0,4,8,0.4,9020312.0,2024-08-21,2024,1,seg_000504
MNPCA-S003-099,48.760035,-96.922333,0,999.0,500.0,15.0,50.0,4,9,1.97,9020312.0,2024-09-30,2024,3,seg_000505
MNPCA-S003-100,48.76562,-96.88681,0,999.0,500.0,15.0,50.0,4,6,0.72,9020312.0,2024-06-26,2024,1,seg_000506
MNPCA-S003-100,48.76562,-96.88681,0,999.0,500.0,15.0,50.0,4,7,1.98,9020312.0,2024-07-29,2024,2,seg_000507
MNPCA-S003-663,46.709444,-93.484444,0,739.79,500.0,15.0,50.0,4,7,0.62,7010103.0,2024-07-16,2024,1,seg_000508
MNPCA-S003-663,46.709444,-93.484444,0,739.79,500.0,15.0,50.0,4,8,0.19,7010103.0,2024-08-14,2024,1,seg_000509
MNPCA-S003-663,46.709444,-93.484444,0,739.79,500.0,15.0,50.0,4,9,0.41,7010103.0,2024-09-10,2024,1,seg_000510
MNPCA-S004-283,47.84011,-89.965832,0,626.61,500.0,15.0,50.0,4,8,0.61,4010101.0,2024-08-06,2024,2,seg_000511
MNPCA-S004-308,45.32016,-93.81419,0,701.04,500.0,15.0,50.0,4,5,0.45,7010203.0,2024-05-29,2024,1,seg_000512
MNPCA-S004-308,45.32016,-93.81419,0,701.04,500.0,15.0,50.0,4,6,2.56,7010203.0,2024-06-18,2024,8,seg_000513
MNPCA-S004-308,45.32016,-93.81419,0,701.04,500.0,15.0,50.0,4,7,0.66,7010203.0,2024-07-08,2024,1,seg_000514
MNPCA-S004-308,45.32016,-93.81419,0,701.04,500.0,15.0,50.0,4,8,0.59,7010203.0,2024-08-12,2024,1,seg_000515
MNPCA-S004-308,45.32016,-93.81419,0,701.04,500.0,15.0,50.0,4,9,0.59,7010203.0,2024-09-11,2024,2,seg_000516
MNPCA-S004-406,47.6402,-90.7107,0,643.07,500.0,15.0,50.0,4,5,0.28,4010101.0,2024-05-23,2024,1,seg_000517
MNPCA-S004-406,47.6402,-90.7107,0,643.07,500.0,15.0,50.0,4,6,0.29,4010101.0,2024-06-25,2024,1,seg_000518
MNPCA-S004-406,47.6402,-90.7107,0,643.07,500.0,15.0,50.0,4,9,1.06,4010101.0,2024-09-25,2024,2,seg_000519
MNPCA-S005-047,46.87091,-92.18481,0,666.52,500.0,15.0,50.0,4,4,262.6,4010202.0,2008-04-30,2008,3,seg_000520
MNPCA-S005-053,44.749,-92.85739,0,611.18,500.0,15.0,50.0,4,5,8.03,7010206.0,2008-05-09,2008,2,seg_000521
MNPCA-S006-163,45.59723,-94.18272,0,737.95,500.0,15.0,50.0,4,5,0.48,7010201.0,2024-05-29,2024,1,seg_000522
MNPCA-S006-163,45.59723,-94.18272,0,737.95,500.0,15.0,50.0,4,6,0.83,7010201.0,2024-06-18,2024,2,seg_000523
MNPCA-S006-163,45.59723,-94.18272,0,737.95,500.0,15.0,50.0,4,7,0.65,7010201.0,2024-07-08,2024,1,seg_000524
MNPCA-S006-163,45.59723,-94.18272,0,737.95,500.0,15.0,50.0,4,8,0.61,7010201.0,2024-08-12,2024,1,seg_000525
MNPCA-S006-163,45.59723,-94.18272,0,737.95,500.0,15.0,50.0,4,9,1.23,7010201.0,2024-09-10,2024,5,seg_000526
MNPCA-S006-735,44.934203,-93.04932,0,631.21,500.0,15.0,50.0,4,7,1.4,7010206.0,2024-07-22,2024,2,seg_000527
MNPCA-S006-735,44.934203,-93.04932,0,631.21,500.0,15.0,50.0,4,8,1.6,7010206.0,2024-08-12,2024,3,seg_000528
MNPCA-S006-735,44.934203,-93.04932,0,631.21,500.0,15.0,50.0,4,9,2.29,7010206.0,2024-09-09,2024,3,seg_000529
MNPCA-S006-735,44.934203,-93.04932,0,631.21,500.0,15.0,50.0,4,9,4.23,7010206.0,2024-09-30,2024,4,seg_000530
MNPCA-S006-749,44.765961,-92.873407,0,612.88,500.0,15.0,50.0,4,7,2.26,7010206.0,2024-07-22,2024,1,seg_000531
MNPCA-S006-749,44.765961,-92.873407,0,612.88,500.0,15.0,50.0,4,8,4.76,7010206.0,2024-08-12,2024,3,seg_000532
MNPCA-S006-749,44.765961,-92.873407,0,612.88,500.0,15.0,50.0,4,9,8.14,7010206.0,2024-09-09,2024,3,seg_000533
MNPCA-S006-749,44.765961,-92.873407,0,612.88,500.0,15.0,50.0,4,9,12.61,7010206.0,2024-09-30,2024,4,seg_000534
MNPCA-S006-754,44.918639,-93.13003,0,636.85,500.0,15.0,50.0,4,7,1.72,7010206.0,2024-07-22,2024,3,seg_000535
MNPCA-S006-754,44.918639,-93.13003,0,636.85,500.0,15.0,50.0,4,8,1.43,7010206.0,2024-08-12,2024,3,seg_000536
MNPCA-S006-754,44.918639,-93.13003,0,636.85,500.0,15.0,50.0,4,9,1.69,7010206.0,2024-09-09,2024,3,seg_000537
MNPCA-S006-754,44.918639,-93.13003,0,636.85,500.0,15.0,50.0,4,9,3.92,7010206.0,2024-09-30,2024,4,seg_000538
MNPCA-S007-222,43.57581,-91.2334,0,460.44,468.1,15.3,46.81,4,5,2.81,7060001.0,2024-05-13,2024,3,seg_000539
MNPCA-S007-222,43.57581,-91.2334,0,460.44,468.1,15.3,46.81,4,5,2.88,7060001.0,2024-05-22,2024,3,seg_000540
MNPCA-S007-222,43.57581,-91.2334,0,460.44,468.1,15.3,46.81,4,7,3.33,7060001.0,2024-07-16,2024,3,seg_000541
MNPCA-S007-222,43.57581,-91.2334,0,460.44,468.1,15.3,46.81,4,8,3.71,7060001.0,2024-08-13,2024,3,seg_000542
MNPCA-S007-222,43.57581,-91.2334,0,460.44,468.1,15.3,46.81,4,9,4.32,7060001.0,2024-09-10,2024,3,seg_000543
MNPCA-S007-326,47.929219,-90.307112,0,649.48,500.0,15.0,50.0,4,6,0.27,4010101.0,2024-06-25,2024,1,seg_000544
MNPCA-S007-326,47.929219,-90.307112,0,649.48,500.0,15.0,50.0,4,7,0.28,4010101.0,2024-07-08,2024,1,seg_000545
MNPCA-S007-326,47.929219,-90.307112,0,649.48,500.0,15.0,50.0,4,8,0.31,4010101.0,2024-08-05,2024,1,seg_000546
MNPCA-S007-329,45.25503,-93.535499,0,678.06,500.0,15.0,50.0,4,5,0.38,7010203.0,2024-05-30,2024,1,seg_000547
MNPCA-S007-329,45.25503,-93.535499,0,678.06,500.0,15.0,50.0,4,6,1.62,7010203.0,2024-06-17,2024,4,seg_000548
MNPCA-S007-329,45.25503,-93.535499,0,678.06,500.0,15.0,50.0,4,7,0.94,7010203.0,2024-07-08,2024,2,seg_000549
MNPCA-S007-329,45.25503,-93.535499,0,678.06,500.0,15.0,50.0,4,8,0.65,7010203.0,2024-08-12,2024,1,seg_000550
MNPCA-S007-330,45.434703,-94.051301,0,722.55,500.0,15.0,50.0,4,5,0.79,7010203.0,2024-05-29,2024,2,seg_000551
MNPCA-S007-330,45.434703,-94.051301,0,722.55,500.0,15.0,50.0,4,6,1.45,7010203.0,2024-06-18,2024,4,seg_000552
MNPCA-S007-330,45.434703,-94.051301,0,722.55,500.0,15.0,50.0,4,7,0.67,7010203.0,2024-07-08,2024,1,seg_000553
MNPCA-S007-330,45.434703,-94.051301,0,722.55,500.0,15.0,50.0,4,8,0.67,7010203.0,2024-08-12,2024,1,seg_000554
MNPCA-S007-330,45.434703,-94.051301,0,722.55,500.0,15.0,50.0,4,9,0.82,7010203.0,2024-09-10,2024,3,seg_000555
MNPCA-S007-331,45.961727,-94.38348,0,766.44,500.0,15.0,50.0,4,5,0.4,7010104.0,2024-05-13,2024,1,seg_000556
MNPCA-S007-331,45.961727,-94.38348,0,766.44,500.0,15.0,50.0,4,7,1.08,7010104.0,2024-07-15,2024,2,seg_000557
MNPCA-S007-331,45.961727,-94.38348,0,766.44,500.0,15.0,50.0,4,8,0.2,7010104.0,2024-08-14,2024,1,seg_000558
MNPCA-S007-331,45.961727,-94.38348,0,766.44,500.0,15.0,50.0,4,8,0.21,7010104.0,2024-08-27,2024,1,seg_000559
MNPCA-S007-331,45.961727,-94.38348,0,766.44,500.0,15.0,50.0,4,9,0.36,7010104.0,2024-09-09,2024,2,seg_000560
MNPCA-S007-332,47.023084,-93.274436,0,744.25,500.0,15.0,50.0,4,5,0.42,7010103.0,2024-05-14,2024,1,seg_000561
MNPCA-S007-332,47.023084,-93.274436,0,744.25,500.0,15.0,50.0,4,7,0.68,7010103.0,2024-07-16,2024,1,seg_000562
MNPCA-S007-332,47.023084,-93.274436,0,744.25,500.0,15.0,50.0,4,8,0.19,7010103.0,2024-08-15,2024,1,seg_000563
MNPCA-S007-332,47.023084,-93.274436,0,744.25,500.0,15.0,50.0,4,9,0.28,7010103.0,2024-09-10,2024,1,seg_000564
MNPCA-S007-333,47.216222,-93.486839,0,769.45,500.0,15.0,50.0,4,5,0.32,7010103.0,2024-05-14,2024,1,seg_000565
MNPCA-S007-333,47.216222,-93.486839,0,769.45,500.0,15.0,50.0,4,7,0.58,7010103.0,2024-07-16,2024,1,seg_000566
MNPCA-S007-333,47.216222,-93.486839,0,769.45,500.0,15.0,50.0,4,8,0.17,7010103.0,2024-08-15,2024,1,seg_000567
MNPCA-S007-333,47.216222,-93.486839,0,769.45,500.0,15.0,50.0,4,9,0.32,7010103.0,2024-09-10,2024,1,seg_000568
MNPCA-S007-334,47.250893,-93.592809,0,778.25,500.0,15.0,50.0,4,5,0.4,7010101.0,2024-05-14,2024,1,seg_000569
MNPCA-S007-334,47.250893,-93.592809,0,778.25,500.0,15.0,50.0,4,7,1.2,7010101.0,2024-07-16,2024,2,seg_000570
MNPCA-S007-334,47.250893,-93.592809,0,778.25,500.0,15.0,50.0,4,8,0.19,7010101.0,2024-08-15,2024,1,seg_000571
MNPCA-S007-334,47.250893,-93.592809,0,778.25,500.0,15.0,50.0,4,9,0.18,7010101.0,2024-09-10,2024,1,seg_000572
MNPCA-S007-335,45.305158,-93.685621,0,690.95,500.0,15.0,50.0,4,5,0.48,7010203.0,2024-05-29,2024,1,seg_000573
MNPCA-S007-335,45.305158,-93.685621,0,690.95,500.0,15.0,50.0,4,6,0.79,7010203.0,2024-06-18,2024,3,seg_000574
MNPCA-S007-335,45.305158,-93.685621,0,690.95,500.0,15.0,50.0,4,7,1.25,7010203.0,2024-07-08,2024,2,seg_000575
MNPCA-S007-335,45.305158,-93.685621,0,690.95,500.0,15.0,50.0,4,8,0.61,7010203.0,2024-08-12,2024,1,seg_000576
MNPCA-S007-335,45.305158,-93.685621,0,690.95,500.0,15.0,50.0,4,9,0.66,7010203.0,2024-09-11,2024,2,seg_000577
MNPCA-S007-336,45.517842,-94.140705,0,732.04,500.0,15.0,50.0,4,5,0.47,7010203.0,2024-05-29,2024,1,seg_000578
MNPCA-S007-336,45.517842,-94.140705,0,732.04,500.0,15.0,50.0,4,6,0.83,7010203.0,2024-06-18,2024,2,seg_000579
MNPCA-S007-336,45.517842,-94.140705,0,732.04,500.0,15.0,50.0,4,7,0.68,7010203.0,2024-07-08,2024,1,seg_000580
MNPCA-S007-336,45.517842,-94.140705,0,732.04,500.0,15.0,50.0,4,8,0.59,7010203.0,2024-08-12,2024,1,seg_000581
MNPCA-S007-336,45.517842,-94.140705,0,732.04,500.0,15.0,50.0,4,9,0.33,7010203.0,2024-09-10,2024,1,seg_000582
MNPCA-S007-337,46.360681,-94.211255,0,771.51,500.0,15.0,50.0,4,7,0.99,7010104.0,2024-07-15,2024,2,seg_000583
MNPCA-S007-337,46.360681,-94.211255,0,771.51,500.0,15.0,50.0,4,8,0.24,7010104.0,2024-08-14,2024,1,seg_000584
MNPCA-S007-337,46.360681,-94.211255,0,771.51,500.0,15.0,50.0,4,9,0.48,7010104.0,2024-09-09,2024,1,seg_000585
MNPCA-S007-544,47.4242,-91.2337,0,652.06,500.0,15.0,50.0,4,6,0.29,4010101.0,2024-06-24,2024,1,seg_000586
MNPCA-S007-544,47.4242,-91.2337,0,652.06,500.0,15.0,50.0,4,7,0.22,4010101.0,2024-07-08,2024,1,seg_000587
MNPCA-S007-545,47.4147,-91.246044,0,651.97,500.0,15.0,50.0,4,5,0.3,4010101.0,2024-05-22,2024,1,seg_000588
MNPCA-S007-545,47.4147,-91.246044,0,651.97,500.0,15.0,50.0,4,6,0.5,4010101.0,2024-06-24,2024,1,seg_000589
MNPCA-S007-545,47.4147,-91.246044,0,651.97,500.0,15.0,50.0,4,7,0.46,4010101.0,2024-07-08,2024,1,seg_000590
MNPCA-S007-545,47.4147,-91.246044,0,651.97,500.0,15.0,50.0,4,8,0.52,4010101.0,2024-08-05,2024,1,seg_000591
MNPCA-S007-548,47.547018,-90.90199,0,644.78,500.0,15.0,50.0,4,6,0.3,4010101.0,2024-06-25,2024,1,seg_000592
MNPCA-S007-548,47.547018,-90.90199,0,644.78,500.0,15.0,50.0,4,7,0.24,4010101.0,2024-07-16,2024,1,seg_000593
MNPCA-S007-595,46.84723,-92.111196,0,660.45,500.0,15.0,50.0,4,5,16.98,4010102.0,2024-05-14,2024,3,seg_000594
MNPCA-S007-783,47.503471,-91.113355,0,652.05,500.0,15.0,50.0,4,6,0.42,4010101.0,2024-06-24,2024,1,seg_000595
MNPCA-S007-783,47.503471,-91.113355,0,652.05,500.0,15.0,50.0,4,7,0.34,4010101.0,2024-07-08,2024,1,seg_000596
MNPCA-S007-783,47.503471,-91.113355,0,652.05,500.0,15.0,50.0,4,8,0.3,4010101.0,2024-08-05,2024,1,seg_000597
MNPCA-S008-062,44.602348,-92.568169,0,584.99,500.0,15.0,50.0,4,7,3.76,7040001.0,2024-07-16,2024,3,seg_000598
MNPCA-S008-062,44.602348,-92.568169,0,584.99,500.0,15.0,50.0,4,8,5.36,7040001.0,2024-08-13,2024,3,seg_000599
MNPCA-S008-062,44.602348,-92.568169,0,584.99,500.0,15.0,50.0,4,9,6.37,7040001.0,2024-09-10,2024,3,seg_000600
MNPCA-S008-994,44.563188,-92.459991,0,575.64,500.0,15.0,50.0,4,5,3.12,7040001.0,2024-05-14,2024,3,seg_000601
MNPCA-S008-994,44.563188,-92.459991,0,575.64,500.0,15.0,50.0,4,7,3.66,7040001.0,2024-07-16,2024,3,seg_000602
MNPCA-S008-994,44.563188,-92.459991,0,575.64,500.0,15.0,50.0,4,8,5.19,7040001.0,2024-08-13,2024,3,seg_000603
MNPCA-S008-994,44.563188,-92.459991,0,575.64,500.0,15.0,50.0,4,9,6.22,7040001.0,2024-09-10,2024,3,seg_000604
MNPCA-S008-996,44.652178,-92.642098,0,592.01,500.0,15.0,50.0,4,7,3.88,7040001.0,2024-07-16,2024,3,seg_000605
MNPCA-S008-996,44.652178,-92.642098,0,592.01,500.0,15.0,50.0,4,8,5.27,7040001.0,2024-08-13,2024,3,seg_000606
MNPCA-S008-996,44.652178,-92.642098,0,592.01,500.0,15.0,50.0,4,9,6.62,7040001.0,2024-09-10,2024,3,seg_000607
MNPCA-S009-001,44.773681,-92.995679,0,622.43,500.0,15.0,50.0,4,7,4.18,7010206.0,2024-07-22,2024,3,seg_000608
MNPCA-S009-001,44.773681,-92.995679,0,622.43,500.0,15.0,50.0,4,8,4.22,7010206.0,2024-08-12,2024,3,seg_000609
MNPCA-S009-001,44.773681,-92.995679,0,622.43,500.0,15.0,50.0,4,9,5.2,7010206.0,2024-09-09,2024,3,seg_000610
MNPCA-S009-001,44.773681,-92.995679,0,622.43,500.0,15.0,50.0,4,9,7.31,7010206.0,2024-09-30,2024,4,seg_000611
MNPCA-S009-117,46.856585,-92.099949,0,660.38,500.0,15.0,50.0,4,5,6.31,4010102.0,2024-05-14,2024,4,seg_000612
MNPCA-S012-288,44.02332,-91.53606,0,491.24,493.1,15.1,49.31,4,5,2.87,7040003.0,2024-05-14,2024,3,seg_000613
